id,code,name,city_id
1017,29200600,월곡1동,60
1018,29200610,월곡2동,60
1019,29200620,비아동,60
1020,29200624,첨단1동,60
1021,29200626,첨단2동,60
1022,29200630,신가동,60
1023,29200635,운남동,60
1024,29200637,수완동,60
1025,29200640,하남동,60
1026,29200650,임곡동,60
1027,29200660,동곡동,60
1028,29200670,평동,60
1029,29200680,삼도동,60
1030,29200690,본량동,60
1031,29200700,신창동,60
1032,30110515,중앙동,66
1033,30110530,효동,66
1034,30110545,신인동,66
1035,30110551,판암1동,66
1036,30110552,판암2동,66
1037,30110560,용운동,66
1038,30110585,대동,66
1039,30110590,자양동,66
1040,30110620,가양1동,66
1041,30110630,가양2동,66
